0.03311289 0.08688532
0.0212018 0.07822937
0.02263329 0.07876288
0.03204346 0.0697038
0.02788837 0.06760876
0.03843742 0.06627745
0.03358433 0.06719663
0.02401344 0.07015537
0.02514408 0.08123683
0.02865057 0.08319993
0.01991856 0.08504107
0.02017914 0.07500987
0.02340466 0.08052381
0.02131318 0.07257845
0.02072772 0.07506701
0.01629839 0.08192472
0.01813028 0.09310987
0.01892064 0.09381283
0.02481269 0.09204835
0.01857227 0.09456963
0.01754083 0.07517627
0.01123937 0.08597847
0.01595178 0.09041221
0.01552697 0.08246506
0.01389614 0.07494517
0.01757429 0.07040169
0.02004079 0.0684719
0.02683142 0.06609133
0.02995318 0.06703073
0.02582265 0.06941589
0.02355769 0.07198152
0.01481043 0.07592439
0.01916028 0.067146
0.02337398 0.0679317
0.01996909 0.0647105
0.02451787 0.06063635
0.02017043 0.05605683
0.01283464 0.05452138
0.01576358 0.05675119
0.01673262 0.05708427
0.01545672 0.05621582
0.01541265 0.05968897
0.01849252 0.06471951
0.02080304 0.06190455
0.02153909 0.06452073
0.02668265 0.06365539
0.02629733 0.0610052
0.02404651 0.06068999
0.02067464 0.06428167
0.02114985 0.06632645
0.01858836 0.07069112
0.02608206 0.07598591
0.02318378 0.08246193
0.02254139 0.07578115
0.02121631 0.07157868
0.01849257 0.07043201
0.02052368 0.06581895
0.0181348 0.07109741
0.01808368 0.07244965
0.0253566 0.06523936
0.02798699 0.05602096
0.02295308 0.05574116
0.02012176 0.05795606
0.02691348 0.05061922
0.04042172 0.05227305
0.03450899 0.0449055
0.03437711 0.04245432
0.03630333 0.04273314
0.04311141 0.04595439
0.0358212 0.04233113
0.04116085 0.04214819
0.05270813 0.04149629
0.04025004 0.04135317
0.03244043 0.0437834
0.03324307 0.03962842
0.03321668 0.04263504
0.02621402 0.04498522
0.0317428 0.04612399
0.02698673 0.04970373
0.02670307 0.04927894
0.02747967 0.05224705
0.02181143 0.05735628
0.01893435 0.05809311
0.01999808 0.05358951
0.02453605 0.04897872
0.03217477 0.04787392
0.02666762 0.05473664
0.02534404 0.05792108
0.02207912 0.05551289
0.02492453 0.05024785
0.0201184 0.05269605
0.02354304 0.05239816
0.02291613 0.05439688
0.01493433 0.06396869
0.01959639 0.06181528
0.02038932 0.0588884
0.02352797 0.056847
0.02160365 0.05328469
0.0243296 0.04968456
0.02469744 0.05096527
0.03328832 0.05152283
0.03224627 0.04758871
0.03092949 0.04684884
0.03684956 0.04852889
0.02865564 0.04816119
0.01632942 0.05055207
0.01507925 0.04888727
0.0160975 0.04972873
0.02036163 0.05238711
0.02364584 0.0531753
0.02094544 0.0598369
0.02420603 0.05942057
0.02794384 0.05840586
0.04500259 0.05753014
0.03862526 0.05884242
0.03996227 0.05896988
0.03392025 0.05694581
0.04512404 0.04991835
0.0391831 0.05143321
0.03976319 0.05791578
0.04124745 0.05084947
0.03780416 0.05138567
0.02864771 0.04836903
0.0382762 0.04467032
0.03389275 0.04428986
0.04657038 0.04352282
0.04816875 0.04571673
0.0328867 0.04451737
0.04226935 0.04130776
0.03562111 0.043158
0.02625541 0.04720409
0.02735231 0.05522974
0.02617322 0.05363824
0.02817531 0.0550257
0.02355666 0.05652152
0.02083717 0.05532937
0.02385858 0.05475509
0.02392838 0.05077848
0.0259697 0.0462143
0.03158497 0.04633211
0.03232157 0.04931809
0.02646599 0.05013371
0.02942807 0.05351864
0.03438635 0.05781413
0.02914571 0.06559633
0.03058384 0.06663818
0.02352272 0.06575893
0.01693472 0.06603342
0.01971142 0.06281269
0.02304655 0.06354694
0.01624058 0.06702736
0.02066515 0.07075127
0.01223255 0.07483582
0.01241331 0.07206424
0.01412534 0.06712984
0.01552881 0.05725148
0.01611603 0.05693783
0.02485768 0.05456278
0.02399287 0.05355112
0.02493697 0.049732
0.02703282 0.05549675
0.02495535 0.05387975
0.01626822 0.05041197
0.02447736 0.0490081
0.03188068 0.04218357
0.03581096 0.0473837
0.02250353 0.05761482
0.02015432 0.04448713
0.02007786 0.04583825
0.02333874 0.04902444
0.02610097 0.0457981
0.02652359 0.04877165
0.02295927 0.04625723
0.02932246 0.04644335
0.03631876 0.0452479
0.03508318 0.04919107
0.03154563 0.04809992
0.02606254 0.05303744
0.02625556 0.05446029
0.0220948 0.0542408
0.02749125 0.04831578
0.02780798 0.04665825
0.02215643 0.0459234
0.02757398 0.04348152
0.03910558 0.03625726
0.03376183 0.03460612
0.04131284 0.03660448
0.03642161 0.03738843
0.02601223 0.04051506
0.02852139 0.03833846
0.03094912 0.03863776
0.02385774 0.04237239
0.02116671 0.03997962
0.01745347 0.04338858
0.02216576 0.04534838
0.02574746 0.03994791
0.02370511 0.04244745
0.03196347 0.04446287
0.02164226 0.04704211
0.02113897 0.04247427
0.02308322 0.0479855
0.0188868 0.049311
0.03176963 0.04772137
0.0337198 0.04406399
0.02492503 0.04361607
0.0294274 0.04704924
0.02327378 0.04755393
0.02502669 0.04430461
0.0202827 0.04599981
0.01620909 0.04690329
0.02307223 0.04818459
0.02512787 0.04637377
0.0240579 0.04418808
0.03227889 0.04595571
0.01964961 0.04067711
0.02772772 0.0401651
0.02385889 0.03981817
0.02153528 0.04065688
0.03062954 0.03944822
0.03113951 0.04545916
0.03013344 0.04602504
0.02720712 0.04297555
0.03284804 0.04252964
0.03435571 0.04361888
0.02771746 0.04694891
0.02667316 0.04536288
0.02152745 0.04455877
0.02869357 0.04359364
0.02564941 0.03814871
0.03311175 0.03739555
0.03653806 0.03678502
0.03321156 0.04336036
0.03239723 0.04017484
0.03544753 0.03932664
0.03614606 0.04302273
0.02659528 0.03851421
0.02683614 0.03974021
0.02927057 0.0411198
0.02576155 0.04703558
0.02732163 0.0456121
0.02875351 0.04393511
0.02874984 0.04384364
0.03152766 0.03868987
0.02843257 0.03629954
0.03952153 0.03653684
0.03619666 0.03804945
0.02864329 0.04093787
0.02318075 0.04434951
0.02461882 0.04752195
