0.02837915 0.1061268
0.01966392 0.1030886
0.02160845 0.101703
0.02051539 0.08578824
0.01828289 0.08310759
0.02552709 0.0833851
0.02560313 0.08374314
0.026681 0.07666384
0.02635478 0.07458013
0.02639984 0.07360563
0.02869868 0.06529018
0.0314117 0.06396792
0.02854632 0.06180828
0.02780431 0.05751156
0.02456274 0.05998972
0.03098256 0.05640078
0.03012772 0.0579458
0.03448936 0.06571762
0.02810497 0.0657284
0.02798359 0.06992928
0.04434438 0.06532665
0.03430071 0.06475433
0.03775768 0.05572516
0.03263383 0.05854049
0.04077612 0.05082688
0.0365827 0.05103881
0.04410364 0.0457751
0.04690389 0.04770961
0.04460888 0.04676709
0.041985 0.04597977
0.0504819 0.04514475
0.05230225 0.04625681
0.05178062 0.04896487
0.04336426 0.047481
0.05087576 0.04041212
0.04758918 0.03590772
0.04728448 0.03591342
0.05665256 0.03633335
0.04911263 0.03745813
0.05615436 0.03982454
0.05573569 0.0376763
0.05410891 0.03919378
0.05133141 0.03604846
0.05708362 0.03596603
0.06855775 0.03172329
0.06385538 0.03140647
0.07488436 0.0331385
0.07077284 0.02893894
0.06779372 0.02992801
0.07870334 0.03209078
0.07324895 0.03392379
0.07267148 0.03490375
0.06973033 0.04112614
0.07287179 0.03839169
0.06962007 0.03986867
0.07160039 0.03991791
0.07119358 0.03952798
0.0734285 0.04087198
0.08285723 0.04004377
0.09328722 0.04014868
0.08596163 0.03712845
0.08875293 0.03461255
0.09264346 0.03170518
0.1009056 0.028167
0.08836088 0.03074113
0.08878741 0.0291606
0.09830727 0.03017827
0.1030907 0.03062109
0.09977115 0.03497733
0.09481913 0.0339574
0.09693187 0.03701806
0.08282141 0.03916553
0.07756543 0.04375371
0.07175934 0.04780287
0.06747143 0.05099831
0.06967272 0.04784199
0.07793381 0.05005174
0.07536888 0.05278093
0.06621335 0.05047919
0.06870291 0.04826242
0.07981929 0.04887847
0.07255143 0.05038685
0.08842088 0.04595761
0.08841886 0.04271697
0.08762757 0.04715237
0.08298545 0.04082985
0.08530602 0.03934568
0.0772348 0.03809142
0.09780904 0.03785968
0.08340124 0.04103348
0.08725573 0.0398286
