RIL,Yield,Protein,Oil,Seedsize,Height,Maturity
DS11-09056,5029.286019,40.36365637,21.01572356,15.6021163,99.17799551,995.5854302
DS11-09059,4753.376928,40.5469897,21.31572356,18.36878296,101.0779955,995.3854302
DS11-09062,4870.922382,37.81365637,22.23239023,17.68544963,103.5779955,1002.738554
DS11-09063,4808.922382,40.41365637,20.39905689,17.23544963,101.2779955,998.0854302
DS11-09065,5002.649655,40.8969897,21.26572356,17.5021163,108.1779955,998.2854302
DS11-09066,4870.286019,38.91365637,21.23239023,15.6021163,113.4779955,996.0854302
DS11-09068,4953.831473,39.51365637,21.31572356,17.08544963,99.57799551,1004.405221
DS11-09069,4920.104201,40.1969897,21.64905689,17.11878296,105.7779955,995.3854302
DS11-09070,5207.649655,40.43032304,21.11572356,18.16878296,116.1779955,996.1854302
DS11-09071,5550.196871,39.0969897,22.28239023,17.88544963,109.3617959,1013.350567
DS11-09072,5076.309791,40.43032304,21.41572356,17.1021163,118.2367959,1016.350567
DS11-09074,5217.309791,40.43032304,21.44905689,15.66878296,99.86179586,1009.475567
DS11-09075,5189.643124,39.8469897,22.39905689,18.9021163,114.6117959,1012.975567
DS11-09076,4866.754235,40.43032304,20.61572356,15.78544963,109.3617959,1014.975567
DS11-09087,5267.643124,39.61365637,22.36572356,18.2521163,98.11179586,1010.850567
DS11-09088,5435.19868,39.98032304,21.81572356,17.4021163,105.3617959,1012.600567
DS11-09095,4911.420902,40.03032304,21.41572356,14.7021163,96.48679586,1012.475567
DS11-09097,4998.754235,40.58032304,21.73239023,17.78544963,97.73679586,1008.600567
DS11-09101,4635.309791,40.4969897,21.36572356,17.83544963,114.2367959,1014.975567
DS11-09102,5470.196871,39.51365637,22.08239023,17.86878296,109.6117959,1012.725567
DS11-09104,5453.643124,39.78032304,22.33239023,16.7021163,109.2367959,1010.350567
DS11-09105,5468.196871,40.61365637,21.73239023,16.78544963,104.1117959,1011.225567
DS11-09106,4755.309791,40.8969897,21.18239023,18.9521163,113.8617959,1015.350567
DS11-09111,4770.976457,39.81365637,21.69905689,17.6521163,113.9867959,1010.350567
DS11-09112,5746.321871,39.56365637,22.03239023,17.01878296,110.1117959,1012.975567
DS11-09114,5263.643124,39.58032304,21.74905689,16.66878296,104.7367959,1013.350567
DS11-09115,5223.087568,39.41365637,22.46572356,19.71878296,111.2367959,1009.350567
DS11-09116,5118.420902,38.9969897,22.24905689,15.13544963,85.61179586,1006.850567
DS11-09117,4673.976457,41.08032304,21.46572356,15.2521163,90.73679586,1014.600567
DS11-09121,5233.420902,39.41365637,22.43239023,19.06878296,118.3617959,1010.725567
DS11-09122,5349.532013,39.26365637,22.53239023,17.6021163,98.86179586,1010.725567
DS11-09123,5308.087568,39.6469897,22.24905689,18.23544963,103.1117959,1010.725567
DS11-09124,5280.976457,41.08032304,21.19905689,19.51878296,110.3617959,1013.600567
DS11-09126,5306.446871,40.28032304,21.86572356,17.01878296,122.8617959,1012.475567
DS11-09127,4999.309791,40.73032304,21.01572356,17.3521163,118.9867959,1014.100567
DS11-09128,5025.976457,38.48032304,22.33239023,16.51878296,105.4867959,1010.600567
DS11-09129,5038.309791,40.0469897,21.94905689,18.9521163,113.3617959,1016.225567
DS11-09130,5699.446871,39.88032304,21.44905689,17.23544963,115.4867959,1015.225567
DS11-09132,5360.087568,39.7969897,22.09905689,18.2021163,103.8617959,1010.350567
DS11-09133,5657.321871,40.4969897,21.18239023,18.3521163,110.7367959,1013.975567
DS11-09134,5057.976457,40.3969897,22.09905689,17.96878296,103.9867959,1009.975567
DS11-09135,5069.643124,39.9969897,21.96572356,18.68544963,115.1117959,1015.350567
DS11-09138,5507.571871,40.87092671,22.54912062,16.87241104,102.6117959,1008.725567
DS11-09139,5259.420902,40.13032304,21.78239023,19.31878296,115.2367959,1015.225567
DS11-09140,5878.341435,41.09514251,23.22536524,15.87446995,103.7267462,1038.74743
DS11-09141,5546.055721,43.34514251,22.62536524,18.82446995,116.0600796,1041.080764
DS11-09143,5469.62715,42.62014251,22.35036524,18.52446995,110.3934129,1039.414097
DS11-09144,5439.055721,42.42014251,22.67536524,17.84946995,124.5600796,1042.080764
DS11-09145,5764.912864,42.94514251,22.77536524,19.79946995,114.7267462,1039.914097
DS11-09146,5636.198578,42.47014251,22.90036524,17.69946995,113.2267462,1040.24743
DS11-09147,5466.055721,43.12014251,22.75036524,16.84946995,116.3934129,1043.24743
DS11-09149,5259.341435,42.14514251,22.57536524,16.52446995,120.2267462,1044.74743
DS11-09150,5646.198578,42.32014251,22.60036524,18.02446995,118.7267462,1041.580764
DS11-09152,5042.055721,42.74514251,22.25036524,17.42446995,117.5600796,1041.580764
DS11-09153,5506.770007,42.97014251,22.47536524,18.02446995,105.5600796,1036.080764
DS11-09154,5534.484293,43.17014251,22.67536524,18.89946995,123.2267462,1045.74743
DS11-09155,5690.770007,41.84514251,22.47536524,21.24946995,110.3934129,1042.24743
DS11-09156,5291.770007,43.29514251,22.37536524,16.89946995,124.8934129,1043.74743
DS11-09157,5747.198578,41.94514251,22.97536524,17.59946995,121.7267462,1044.080764
DS11-09158,5816.770007,42.24514251,22.62536524,16.99946995,107.5600796,1040.914097
DS11-09159,5113.055721,43.59514251,22.22536524,16.82446995,111.2267462,1039.914097
DS11-09165,5964.198578,42.37014251,23.05036524,18.72446995,107.2267462,1038.580764
DS11-09166,5672.484293,45.25108845,23.8842409,17.91574573,113.8934129,1038.24743
DS11-09167,5467.62715,43.84514251,21.45036524,18.09946995,119.5600796,1041.414097
DS11-09169,5629.62715,43.49514251,21.85036524,17.57446995,116.5600796,1042.580764
DS11-09171,5456.341435,42.54514251,22.82536524,17.49946995,122.3934129,1041.74743
DS11-09173,5526.770007,42.24514251,22.22536524,16.17446995,112.5600796,1039.74743
DS11-09174,5696.770007,42.84514251,22.90036524,16.19946995,108.2267462,1039.24743
DS11-09176,5785.198578,43.22014251,22.20036524,17.49946995,107.7267462,1038.74743
DS11-09178,5446.341435,42.99514251,22.07536524,19.89946995,125.0600796,1045.080764
DS11-09179,5633.912864,43.12014251,22.45036524,18.29946995,115.8934129,1038.74743
DS11-09180,5446.912864,43.82014251,21.20036524,18.69946995,119.0600796,1044.080764
DS11-09181,5466.198578,43.04514251,21.87536524,19.69946995,122.5600796,1045.414097
DS11-09182,5692.770007,43.92014251,21.97536524,19.02446995,113.5600796,1042.24743
DS11-09183,5567.484293,43.49514251,22.35036524,16.89946995,110.8934129,1037.414097
DS11-09184,5538.484293,43.32014251,22.02536524,17.37446995,102.7267462,1042.414097
DS11-09185,5724.770007,42.27014251,22.85036524,18.79946995,112.5600796,1041.414097
DS11-09187,5335.770007,42.82014251,22.85036524,18.89946995,119.0600796,1043.74743
DS11-09189,5259.770007,41.64514251,22.97536524,17.34946995,119.2267462,1043.580764
DS11-09191,5139.095382,43.24514251,22.50036524,18.37446995,112.8613893,1026.306707
DS11-09193,5362.470382,43.57014251,21.92536524,19.69946995,116.8613893,1029.163849
DS11-09194,5334.595382,42.34514251,23.07536524,17.32446995,102.0042464,1025.163849
DS11-09195,5252.970382,43.99514251,21.92536524,18.24946995,103.2899607,1026.592421
DS11-09196,5523.595382,44.24514251,21.60036524,18.17446995,104.4328179,1023.735278
DS11-09198,5250.845382,42.72014251,22.35036524,19.24946995,99.43281787,1025.735278
DS11-09201,5265.970382,42.89514251,22.37536524,18.99946995,109.2899607,1025.163849
DS11-09202,4739.470382,42.59514251,23.00036524,17.19946995,112.1471036,1024.878135
DS11-09205,4828.845382,41.69514251,22.67536524,17.09946995,109.575675,1024.306707
DS11-09206,5515.095382,41.99514251,22.77536524,17.94946995,100.8613893,1026.592421
DS11-09212,4995.345382,43.12014251,21.95036524,18.22446995,105.0042464,1026.306707
DS11-09213,5351.220382,42.94514251,22.92536524,17.27446995,111.4328179,1026.592421
DS11-09216,4953.595382,42.92014251,22.97536524,19.02446995,114.4328179,1025.020992
DS11-09217,5129.095382,43.34514251,22.02536524,19.54946995,109.0042464,1027.449564
DS11-09219,5273.095382,42.49514251,22.37536524,18.62446995,105.2899607,1021.878135
DS11-09220,5147.595382,42.49514251,22.57536524,18.09946995,109.8613893,1027.020992
DS11-09223,5087.970382,43.34514251,22.70036524,17.17446995,114.0042464,1026.735278
DS11-09225,5054.470382,43.44514251,22.22536524,17.97446995,117.0042464,1039.989938
DS11-09227,4916.345382,43.14514251,22.67536524,17.22446995,116.2899607,1025.878135
DS11-09228,4949.595382,43.29514251,21.95036524,17.22446995,109.4328179,1025.306707
DS11-09230,5215.720382,42.82014251,22.50036524,16.39946995,106.4328179,1022.163849
DS11-09231,5101.595382,42.94514251,22.17536524,18.79946995,115.575675,1027.592421
DS11-09234,5033.845382,42.29514251,23.20036524,20.12446995,120.0042464,1026.306707
DS11-09236,5063.970382,42.47014251,23.00036524,17.59946995,113.2899607,1023.449564
DS11-09237,5204.595382,42.89514251,22.57536524,19.54946995,107.0042464,1020.163849
DS11-09238,4900.095382,43.09514251,22.55036524,19.32446995,112.575675,1026.020992
DS11-09239,4755.595382,43.82014251,22.07536524,20.07446995,129.8613893,1028.878135
DS11-09242,5216.095382,43.64514251,22.20036524,18.77446995,108.7185322,1026.735278
DS11-09243,5599.095382,42.47014251,22.42536524,21.24946995,109.1471036,1026.306707
DS11-09244,5063.095382,42.97014251,21.70036524,17.39946995,115.8613893,1027.735278
DS11-09246,5174.845382,43.27014251,22.15036524,18.34946995,109.8613893,1026.878135
DS11-09247,4731.595382,43.72014251,21.80036524,18.44946995,103.0042464,1026.306707
DS11-09248,5433.970382,42.14514251,22.95036524,19.54946995,111.8613893,1025.878135
DS11-09249,5053.095382,43.64514251,22.02536524,17.22446995,115.0042464,1027.592421
DS11-09250,5320.720382,43.07014251,21.97536524,18.52446995,105.2899607,1024.306707
DS11-10001,5277.616113,40.03032304,20.41572356,17.48544963,107.0626238,1013.532448
DS11-10003,5203.516113,38.36365637,22.36572356,16.9521163,101.5070683,1001.2741
DS11-10005,5298.616113,38.93032304,21.38239023,15.23544963,95.39595717,1002.607434
DS11-10007,5180.716113,38.1469897,22.13239023,15.4521163,95.72929051,1002.940767
DS11-10010,5461.116113,38.8969897,21.01572356,17.86878296,107.6181794,1006.162989
DS11-10012,4794.216113,39.36365637,21.43239023,17.16878296,111.2848461,1003.718545
DS11-10013,5335.016113,39.26365637,21.51572356,18.2521163,105.3959572,1003.940767
DS11-10017,5077.016113,38.7469897,22.19905689,16.93544963,104.5070683,1003.718545
DS11-10018,5495.416113,39.2969897,20.94905689,18.93544963,105.2848461,1015.407448
DS11-10019,5445.416113,40.38032304,20.93239023,18.03544963,99.95151273,1003.940767
DS11-10020,5358.016113,39.28032304,21.19905689,16.46878296,100.6181794,1003.829656
DS11-10024,4906.416113,38.7469897,21.43239023,16.4521163,109.7292905,1012.782448
DS11-10026,5333.216113,38.6969897,21.46572356,16.7021163,104.8404016,1003.051878
DS11-10027,5219.216113,38.86365637,22.09905689,18.26878296,110.173735,1003.607434
DS11-10028,5251.816113,38.58032304,21.03239023,16.21878296,104.5070683,1003.162989
DS11-10029,5462.516113,39.28032304,21.24905689,16.26878296,100.3959572,1002.829656
DS11-10031,5591.916113,38.18032304,21.76572356,17.11878296,99.6181794,1013.157448
DS11-10032,5222.316113,39.13032304,21.33239023,17.21878296,107.7292905,1011.407448
DS11-10033,5269.516113,38.16365637,21.39905689,16.61878296,90.06262384,1001.718545
DS11-10036,5342.016113,39.51365637,21.38239023,15.53544963,109.6181794,1004.718545
DS11-10042,5432.416113,39.31365637,20.46572356,17.1521163,102.3959572,1004.829656
DS11-10043,5264.516113,39.48032304,21.08239023,17.18544963,102.8404016,1003.496322
DS11-10046,5083.416113,39.4469897,21.31572356,14.36878296,98.17373495,1002.607434
DS11-10047,5323.216113,39.7969897,21.18239023,15.56878296,100.7292905,1004.051878
DS11-10048,5020.416113,38.48032304,21.23239023,14.2021163,105.3959572,999.8296558
DS11-10051,5124.116113,40.68032304,20.19905689,16.0021163,105.0626238,1005.496322
DS11-10052,5063.416113,38.83032304,21.59905689,15.1021163,105.5070683,1002.2741
DS11-10054,5328.116113,37.91365637,22.33239023,17.2021163,106.3959572,1000.829656
DS11-10055,5322.116113,38.76365637,21.66572356,17.06878296,101.5070683,1005.940767
DS11-10056,5305.916113,39.26365637,20.89905689,18.9521163,103.6181794,1002.607434
DS11-10057,5552.116113,38.43032304,20.94905689,17.21878296,102.2848461,1004.829656
DS11-10060,5356.516113,38.6469897,22.36572356,16.68544963,99.39595717,1009.657448
DS11-10062,5672.716113,39.63032304,21.61572356,17.88544963,108.6181794,1003.496322
DS11-10063,5234.916113,40.73032304,21.18239023,17.53544963,111.173735,1004.829656
DS11-10065,5131.616113,38.8469897,21.31572356,14.56878296,99.95151273,1003.051878
DS11-10066,5337.050302,39.23032304,21.14905689,17.48544963,103.173735,1003.940767
DS11-10067,4893.868483,38.63032304,21.09905689,14.8021163,116.6181794,1003.718545
DS11-10068,5394.868483,39.03032304,21.68239023,18.2521163,104.2848461,1006.607434
DS11-10069,5144.959392,39.6469897,20.81572356,16.4521163,111.6181794,1002.385211
DS11-10070,4682.504847,39.11365637,21.58239023,16.5521163,110.3959572,1004.385211
DS11-10072,5273.868483,39.31365637,21.23239023,17.6021163,100.173735,1002.385211
DS11-10074,5076.868483,39.2469897,20.94905689,16.5521163,104.8404016,1002.385211
DS11-10075,5179.413938,38.96365637,21.08239023,16.6521163,108.173735,1003.829656
DS11-10078,5101.686665,38.1969897,22.31572356,16.58544963,109.3959572,1003.051878
DS11-10079,5263.334017,40.41092671,21.46912062,16.45241104,108.9515127,1004.829656
DS11-10080,5237.959392,37.48032304,21.94905689,17.3521163,99.50706828,1000.385211
DS11-10081,5060.323029,39.38032304,21.31572356,18.23544963,109.7292905,1005.829656
DS11-10082,5335.323029,38.93032304,21.29905689,17.83544963,116.0626238,1007.718545
DS11-10083,5119.595756,39.6469897,21.34905689,17.31878296,112.6181794,1003.829656
DS11-10086,4740.504847,39.66365637,21.69905689,16.8521163,108.2848461,1002.2741
DS11-10088,5232.504847,39.3469897,20.69905689,14.78544963,109.173735,1000.385211
DS11-10090,5216.959392,38.88032304,20.81572356,15.56878296,109.5070683,1004.829656
DS11-10093,5160.050302,39.38032304,21.38239023,17.01878296,98.17373495,1002.162989
DS11-10094,5222.777574,39.11365637,21.43239023,17.96878296,116.5070683,1005.385211
DS11-10099,5414.777574,38.41365637,21.28239023,18.01878296,102.5070683,1013.467715
DS11-10100,4921.777574,38.73032304,21.56572356,16.2521163,111.9515127,1015.532448
DS11-10102,5422.595756,39.01365637,21.09905689,17.88544963,116.173735,1002.162989
DS11-10106,5252.141211,38.93032304,21.31572356,16.68544963,103.6181794,1001.829656
DS11-10107,4783.323029,37.56365637,22.51572356,16.18544963,106.5070683,1000.162989
DS11-10108,5593.959392,39.0969897,21.49905689,16.63544963,103.173735,1011.532448
DS11-10109,4910.686665,38.66365637,21.93239023,16.9521163,113.2848461,1005.829656
DS11-10115,5159.050302,37.71365637,22.33239023,17.2021163,112.8404016,1013.282448
DS11-10116,4831.686665,37.83032304,22.31572356,16.4521163,108.6181794,1003.829656
DS11-10117,5159.323029,39.68032304,21.04905689,14.9521163,111.9515127,1006.162989
DS11-10119,4885.323029,38.68032304,21.31572356,13.66878296,115.173735,1015.157448
DS11-10123,4956.683917,41.74514251,22.67536524,17.72446995,114.7185322,1023.163849
DS11-10124,5098.795028,41.87014251,21.82536524,16.07446995,109.1471036,1023.020992
DS11-10125,5304.117762,45.91775512,21.91757423,18.51574573,121.1471036,1029.592421
DS11-10127,5369.350583,42.52014251,22.55036524,18.77446995,110.4328179,1024.306707
DS11-10128,5323.239472,40.39514251,23.75036524,18.47446995,106.4328179,1025.735278
DS11-10129,5414.970382,41.49514251,22.97536524,17.67446995,106.8613893,1023.306707
DS11-10130,5233.970382,41.24514251,22.80036524,16.52446995,114.8613893,1028.449564
DS11-10131,5019.720382,42.32014251,22.47536524,16.97446995,107.4328179,1026.449564
DS11-10132,5395.845382,41.52014251,23.20036524,17.72446995,110.4328179,1029.735278
DS11-10134,5137.595382,41.34514251,23.02536524,16.79946995,91.28996073,1022.735278
DS11-10135,5336.845382,41.32014251,22.90036524,18.24946995,110.575675,1029.592421
DS11-10136,5503.845382,41.89514251,22.97536524,18.32446995,106.7185322,1042.156605
DS11-10137,5652.845382,41.89514251,22.27536524,17.47446995,123.4328179,1030.878135
DS11-10138,5205.720382,41.99514251,22.42536524,15.47446995,113.0042464,1026.306707
DS11-10139,5775.470382,43.04514251,21.75036524,16.27446995,105.1471036,1026.735278
DS11-10141,5913.970382,41.39514251,22.92536524,19.32446995,104.8613893,1026.735278
DS11-10142,5847.845382,43.27014251,21.90036524,18.67446995,107.0042464,1029.449564
DS11-10143,5290.845382,41.27014251,22.47536524,16.67446995,108.1471036,1029.020992
DS11-10145,5290.470382,42.09514251,22.02536524,16.92446995,109.0042464,1028.306707
DS11-10146,5329.470382,41.44514251,22.40036524,16.07446995,109.2899607,1042.156605
DS11-10147,5525.970382,42.12014251,22.35036524,18.02446995,102.4328179,1026.020992
DS11-10148,5235.095382,42.27014251,22.45036524,16.69946995,114.4328179,1028.020992
DS11-10149,5555.845382,42.19514251,22.12536524,16.17446995,115.1471036,1024.163849
DS11-10150,5590.220382,42.84514251,22.55036524,17.44946995,114.7185322,1025.735278
DS11-10151,5441.095382,41.57014251,22.77536524,16.82446995,109.4328179,1023.449564
DS11-10152,4997.970382,41.99514251,22.70036524,16.27446995,98.28996073,1022.878135
DS11-10154,5962.470382,42.02014251,22.75036524,19.82446995,105.0042464,1042.489938
DS11-10155,5364.095382,42.32014251,22.40036524,16.89946995,97.8613893,1039.823271
DS11-10156,5373.095382,42.22014251,22.22536524,16.79946995,104.1471036,1028.449564
DS11-10157,5514.720382,41.89514251,23.15036524,16.57446995,101.8613893,1022.592421
DS11-10158,5338.970382,41.82014251,22.65036524,17.89946995,107.575675,1024.878135
DS11-10159,5260.470382,41.94514251,22.62536524,17.54946995,114.575675,1027.020992
DS11-10161,5148.845382,42.62014251,22.17536524,16.12446995,108.4328179,1026.449564
DS11-10163,5950.221415,42.29514251,22.65036524,17.87446995,103.2899607,1025.735278
DS11-10166,5391.470382,41.62014251,22.35036524,16.09946995,109.575675,1027.735278
DS11-10167,5713.720382,42.42014251,21.80036524,17.24946995,122.0042464,1031.592421
DS11-10168,5401.970382,42.22014251,22.62536524,17.34946995,113.7185322,1029.878135
DS11-10169,5314.470382,41.62014251,22.80036524,16.94946995,112.8613893,1047.989938
DS11-10170,5541.220382,42.17014251,22.40036524,16.69946995,116.4328179,1028.592421
DS11-10172,5087.220382,41.49514251,22.80036524,16.79946995,100.2899607,1037.989938
DS11-10173,5399.546891,42.07014251,22.25036524,14.92446995,98.08240258,1039.277444
DS11-10174,5029.671891,41.42014251,22.70036524,15.87446995,102.3681169,1020.267426
DS11-10175,5324.171891,40.52014251,23.07536524,18.07446995,103.7966883,1022.55314
DS11-10176,5375.796891,41.54514251,23.17536524,14.39946995,98.36811686,1039.944111
DS11-10177,5328.046891,40.72014251,23.30036524,15.87446995,99.79668829,1039.444111
DS11-10179,5563.671891,41.57014251,22.62536524,16.04946995,109.6538311,1037.277444
DS11-10180,5241.671891,41.34514251,22.50036524,14.59946995,94.22525972,1018.695997
DS11-10181,5373.046891,42.04514251,22.55036524,17.39946995,109.510974,1027.981712
DS11-10182,5651.796891,41.77014251,23.40036524,19.07446995,104.6538311,1026.124569
DS11-10185,5006.171891,39.92014251,22.77536524,16.19946995,106.0824026,1040.110777
DS11-10188,5700.296891,41.67014251,22.67536524,17.79946995,107.9395454,1022.267426
DS11-10189,5364.796891,40.72014251,22.62536524,16.52446995,95.65383115,1026.410283
DS11-10191,5345.171891,40.87014251,23.12536524,17.22446995,98.79668829,1022.838855
DS11-10192,5660.171891,40.89514251,22.77536524,15.69946995,99.79668829,1039.777444
DS11-10194,5781.796891,41.62014251,22.62536524,18.92446995,96.93954543,1042.944111
DS11-10196,5189.046891,41.02014251,24.00036524,18.14946995,106.9395454,1025.124569
DS11-10197,4807.546891,40.59514251,22.95036524,17.09946995,111.6538311,1042.610777
DS11-10198,5447.421891,40.54514251,23.40036524,16.24946995,105.6538311,1039.610777
DS11-10199,5015.546891,41.09514251,22.45036524,15.49946995,105.9395454,1021.410283
DS11-10201,5791.421891,41.92014251,22.27536524,17.34946995,109.7966883,1025.981712
DS11-10202,5433.921891,42.49514251,23.17536524,15.54946995,93.93954543,1041.277444
DS11-10203,5267.296891,40.92014251,23.30036524,17.29946995,116.3681169,1024.695997
DS11-10205,5565.421891,41.22014251,22.42536524,17.59946995,100.9395454,1026.410283
DS11-10206,5198.546891,41.52014251,22.92536524,15.47446995,109.3681169,1025.267426
DS11-10207,5106.671891,41.59514251,22.47536524,15.59946995,108.3681169,1041.944111
DS11-10209,5943.666717,44.45832031,23.79157575,17.43996678,102.0824026,1023.410283
DS11-10216,5172.171891,39.77014251,23.47536524,17.02446995,93.510974,1020.695997
DS11-10224,5410.171891,40.72014251,23.15036524,18.02446995,94.22525972,1023.124569
DS11-10227,5374.671891,41.27014251,22.35036524,14.97446995,107.0824026,1025.267426
DS11-10234,5569.796891,40.12014251,22.80036524,16.17446995,110.0824026,1024.55314
DS11-10235,5764.421891,39.59514251,23.97536524,16.57446995,104.7966883,1023.695997
DS11-10241,5440.546891,40.82014251,22.70036524,15.39946995,99.510974,1019.124569
DS11-10245,5416.546891,41.79514251,22.12536524,15.77446995,108.510974,1026.838855
DS11-10247,5285.952432,44.22498698,23.22490909,16.70663345,104.0824026,1019.981712
DS11-10249,5092.171891,42.94514251,21.60036524,16.79946995,103.3681169,1023.838855
DS11-11005,5589.595756,39.11365637,21.21572356,18.41878296,100.173735,1004.718545
DS11-11006,5072.141211,37.93032304,21.91572356,16.5021163,105.9515127,1005.051878
DS11-11007,5073.23212,37.36365637,21.98239023,16.76878296,111.6181794,1002.162989
DS11-11008,5261.959392,36.93032304,22.31572356,16.43544963,99.39595717,1004.607434
DS11-11009,5165.777574,39.28032304,21.28239023,15.98544963,100.6181794,1001.940767
DS11-11011,5306.504847,37.9969897,21.66572356,16.1021163,98.17373495,1004.496322
DS11-11013,5428.413938,37.2469897,22.08239023,17.91878296,94.84040162,1003.496322
DS11-11014,4627.23212,36.41365637,22.63239023,14.3521163,94.06262384,1002.496322
DS11-11015,5307.504847,37.53032304,22.44905689,17.38544963,99.06262384,1001.496322
DS11-11016,4833.777574,37.88032304,21.98239023,17.13544963,119.2848461,1002.829656
DS11-11017,4888.868483,39.18032304,21.53239023,14.16878296,113.7292905,1005.829656
DS11-11018,5123.323029,38.18032304,21.89905689,18.53544963,106.3959572,998.7185447
DS11-11020,5436.671891,40.02014251,23.42536524,16.62446995,105.3681169,1019.410283
DS11-11021,4989.413938,37.96365637,22.24905689,15.98544963,105.3959572,1002.496322
DS11-11022,5174.595756,38.46365637,21.81572356,16.68544963,104.3959572,1004.385211
DS11-11025,5045.141211,38.51365637,21.43239023,15.8521163,105.173735,1004.718545
DS11-11027,4894.504847,37.91365637,21.64905689,16.5021163,100.8404016,998.6074336
DS11-11029,5079.777574,37.3969897,22.23239023,16.4521163,104.8404016,997.4963225
DS11-11032,5252.959392,38.51365637,21.58239023,15.9021163,101.3959572,1002.051878
DS11-11033,5289.868483,37.63032304,21.94905689,16.01878296,98.17373495,1000.718545
DS11-11034,5201.595756,37.78032304,22.11572356,14.78544963,104.3959572,1003.829656
DS11-11035,5601.777574,38.38032304,21.73239023,17.01878296,112.173735,1001.607434
DS11-11036,4992.141211,38.01365637,21.66572356,16.4521163,113.7292905,1008.051878
DS11-11039,5218.421891,40.19514251,22.70036524,16.14946995,96.36811686,1019.410283
DS11-11042,5507.23212,38.41365637,21.44905689,17.56878296,108.7292905,1006.829656
DS11-11044,5538.921891,41.94514251,22.55036524,17.07446995,108.9395454,1023.267426
DS11-11045,4888.686665,39.7469897,21.83239023,16.41878296,96.84040162,1003.607434
DS11-11046,5068.050302,37.03032304,22.46572356,15.83544963,102.5070683,1001.051878
DS11-11047,5539.796891,41.24514251,22.72536524,16.19946995,99.08240258,1022.695997
DS11-11048,5355.868483,37.03032304,22.36572356,15.78544963,104.5070683,1003.940767
DS11-11049,5075.504847,37.81365637,21.68239023,15.1021163,100.2848461,1000.940767
DS11-11050,5173.050302,37.5469897,21.73239023,17.43544963,111.9515127,1006.829656
DS11-11051,5153.777574,37.8969897,21.86572356,16.43544963,96.39595717,1004.940767
DS11-11054,4893.777574,38.06365637,21.24905689,15.4521163,108.9515127,1004.940767
DS11-11055,4980.141211,36.31365637,22.29905689,18.06878296,105.7292905,1000.607434
DS11-11058,5057.23212,36.61365637,22.34905689,17.58544963,104.3959572,1002.718545
DS11-11059,4943.413938,37.01365637,23.41572356,16.5521163,94.28484606,1003.051878
DS11-11061,4937.141211,38.86365637,21.81572356,17.0521163,109.9515127,998.4963225
DS11-11064,5054.050302,37.78032304,21.48239023,16.36878296,100.6181794,1002.2741
DS11-11065,4656.19511,39.36365637,21.28239023,17.58544963,113.3779955,992.5854302
DS11-11066,4547.104201,37.5969897,21.91572356,17.71878296,103.2779955,994.8854302
DS11-11068,4751.922382,37.81365637,21.88239023,14.98544963,99.77799551,997.1854302
DS11-11069,4573.376928,37.31365637,22.29905689,15.78544963,105.8779955,989.8854302
DS11-11070,5116.831473,38.51365637,21.59905689,16.7021163,94.47799551,991.1854302
DS11-11073,4916.831473,40.5469897,20.58239023,16.21878296,106.8779955,998.2854302
DS11-11074,5066.376928,38.48032304,20.76572356,16.0021163,115.9779955,1001.18543
DS11-11075,4651.922382,37.3969897,21.99905689,17.41878296,106.8779955,995.1854302
DS11-11077,4903.831473,39.0469897,21.76572356,17.6021163,99.07799551,996.5854302
DS11-11078,5098.921891,41.72014251,21.50036524,15.74946995,133.2252597,1026.55314
DS11-11080,4710.286019,36.83032304,22.48239023,16.71878296,88.47799551,990.0854302
DS11-11081,4211.467837,38.6969897,21.39905689,15.78544963,104.2779955,993.7854302
DS11-11082,5121.376928,36.11365637,22.18239023,16.0521163,86.67799551,995.9854302
DS11-11084,4802.104201,38.7469897,21.66572356,15.43544963,83.87799551,992.7854302
DS11-11085,4893.467837,39.2969897,20.98239023,15.96878296,98.37799551,992.3854302
DS11-11087,4763.104201,39.73032304,20.78239023,16.53544963,96.57799551,995.9854302
DS11-11090,4779.649655,38.83032304,21.03239023,16.81878296,96.37799551,996.1854302
DS11-11091,4487.104201,38.03032304,21.46572356,16.66878296,100.2779955,992.5854302
DS11-11093,4644.922382,38.41092671,22.32912062,16.95241104,96.27799551,990.6854302
DS11-11095,5156.286019,39.21365637,20.93239023,18.23544963,95.67799551,994.4854302
DS11-11097,4984.013291,39.13032304,21.38239023,17.83544963,95.57799551,994.0854302
DS11-11099,5057.649655,37.31365637,22.46572356,15.53544963,89.77799551,1000.58543
DS11-11101,5443.19511,38.6969897,21.33239023,18.03544963,89.37799551,996.1854302
DS11-11104,5005.558746,37.8969897,22.01572356,16.83544963,88.27799551,991.7854302
DS11-11105,5390.19511,38.3969897,21.46572356,19.43544963,98.87799551,993.1854302
DS11-11107,5261.831473,37.41365637,21.98239023,17.2521163,104.4779955,996.6854302
DS11-11108,5156.013291,37.6969897,21.46572356,17.53544963,94.67799551,996.0854302
DS11-11110,5417.740564,38.71365637,21.66572356,18.21878296,98.07799551,996.0854302
DS11-11113,5406.376928,37.9469897,21.03239023,17.68544963,105.1779955,999.1854302
DS11-11114,5463.922382,38.3969897,21.48239023,17.3521163,93.17799551,997.1854302
DS11-11115,4696.649655,38.1969897,22.16572356,17.78544963,94.67799551,990.6854302
DS11-11116,5133.922382,38.51365637,22.04905689,17.06878296,91.97799551,994.1854302
