RIL,Yield,Protein,Oil,Seedsize,Height,Maturity
DS11-29178,5292.345382,42.49514251,22.67536524,21.29946995,108.1471036,1021.735278
DS11-29183,5497.845382,43.29514251,22.67536524,20.19946995,114.1471036,1025.592421
DS11-29184,5433.470382,42.39514251,23.37536524,20.42446995,100.4328179,1022.878135
DS11-29185,5346.595382,41.67014251,23.60036524,20.14946995,122.7185322,1022.020992
DS11-29189,5280.845382,40.24514251,23.70036524,19.54946995,120.1471036,1019.020992
DS11-29190,5064.970382,42.49514251,22.67536524,18.79946995,116.4328179,1020.735278
DS11-29191,5347.970382,42.12014251,22.95036524,18.79946995,104.0042464,1037.156605
DS11-29194,5087.470382,41.67014251,23.95036524,18.27446995,107.1471036,1040.323271
DS11-29195,4837.470382,42.12014251,22.92536524,18.19946995,124.575675,1024.020992
DS11-29196,5006.345382,41.52014251,22.97536524,17.02446995,115.2899607,1038.489938
DS11-29197,5387.220382,42.09514251,23.37536524,20.04946995,105.7185322,1021.878135
DS11-29202,5299.470382,42.19514251,23.07536524,19.59946995,103.2899607,1024.306707
DS11-29206,5054.470382,40.67014251,23.32536524,17.52446995,102.575675,1038.989938
DS11-29207,5035.921891,41.72014251,22.70036524,17.94946995,112.3681169,1018.124569
DS11-30001,5610.220382,41.47014251,23.00036524,18.07446995,111.4328179,1022.878135
DS11-30002,5041.67732,39.94834214,21.86942843,16.87008997,105.6789675,1007.021327
DS11-30003,5299.27732,40.98834214,21.48942843,19.57008997,109.3456342,1004.35466
DS11-30004,5218.77732,40.16834214,21.26942843,18.35008997,99.23452305,1003.021327
DS11-30005,5304.27732,39.06834214,21.60942843,17.69008997,104.7900786,1000.910215
DS11-30006,5048.27732,38.50834214,22.28942843,18.15008997,103.2345231,997.9102154
DS11-30007,4985.87732,39.42834214,22.14942843,17.25008997,99.6789675,998.7991043
DS11-30008,4885.97732,40.36834214,21.52942843,17.01008997,102.7900786,999.9102154
DS11-30011,4928.27732,39.08834214,21.70942843,16.75008997,112.1234119,1002.132438
DS11-30012,5337.37732,39.72834214,21.34942843,17.75008997,107.7900786,1003.465771
DS11-30013,5150.845382,40.87014251,23.57536524,18.04946995,104.0042464,1022.592421
DS11-30014,5523.095382,42.82014251,22.00036524,18.24946995,106.2899607,1019.592421
DS11-30020,5290.57732,38.60834214,21.96942843,16.11008997,104.1234119,1002.021327
DS11-30021,5212.720382,42.52014251,22.47536524,19.09946995,121.0042464,1025.020992
DS11-30023,5261.720382,41.54514251,22.92536524,16.74946995,115.1471036,1021.449564
DS11-30024,5265.845382,41.72014251,22.45036524,17.14946995,116.575675,1024.163849
DS11-30025,5466.345382,42.29514251,22.50036524,19.22446995,102.2899607,1019.449564
DS11-30026,5164.720382,42.12014251,22.60036524,18.12446995,111.7185322,1036.323271
DS11-30028,5404.720382,41.99514251,22.65036524,18.02446995,103.4328179,1023.163849
DS11-30029,4309.57732,39.78834214,21.86942843,18.75008997,116.3456342,1001.132438
DS11-30030,4879.720382,43.47014251,21.45036524,18.92446995,118.8613893,1024.306707
DS11-30033,4622.470382,42.89514251,22.42536524,18.74946995,130.575675,1021.735278
DS11-30034,5337.345382,43.12014251,21.90036524,18.34946995,118.4328179,1024.878135
DS11-30035,5197.845382,42.09514251,23.12536524,20.99946995,99.00424645,1019.449564
DS11-30037,5220.095382,43.44514251,22.00036524,18.07446995,117.1471036,1024.449564
DS11-30038,5099.845382,43.62014251,22.47536524,18.49946995,111.4328179,1022.306707
DS11-30039,5108.220382,41.92014251,22.17536524,16.22446995,110.4328179,1023.449564
DS11-30040,5215.220382,41.34514251,22.47536524,16.89946995,100.575675,1023.020992
DS11-30041,5113.095382,41.77014251,22.52536524,18.92446995,102.2899607,1025.592421
DS11-30042,5139.220382,41.52014251,22.90036524,17.84946995,107.8613893,1023.449564
DS11-30043,5357.345382,42.72014251,22.47536524,18.54946995,112.2899607,1023.592421
DS11-30044,5177.845382,41.52014251,22.32536524,17.79946995,114.575675,1026.020992
DS11-30045,5427.970382,42.44514251,22.57536524,18.24946995,114.8613893,1021.592421
DS11-30046,5405.595382,41.69514251,22.82536524,19.37446995,117.7185322,1025.592421
DS11-30047,4912.97732,38.44834214,22.44942843,16.43008997,108.3456342,996.9102154
DS11-30049,5217.57732,39.82834214,21.76942843,16.81008997,108.2345231,1000.243549
DS11-30050,5130.77732,39.44834214,21.96942843,18.51008997,108.7900786,999.9102154
DS11-30051,5193.17732,41.38834214,20.84942843,18.97008997,114.2345231,1003.35466
DS11-30053,5269.07732,38.96834214,22.14942843,18.17008997,109.5678564,1001.021327
DS11-30054,5200.97732,39.76834214,22.02942843,20.31008997,102.1234119,1004.132438
DS11-30055,4971.57732,39.86834214,22.32942843,21.27008997,115.1234119,1001.35466
DS11-30057,5357.220382,42.37014251,21.95036524,17.64946995,106.7185322,1023.592421
DS11-30060,4993.87732,39.64834214,22.38942843,18.59008997,115.9011897,999.4657709
DS11-30061,5076.77732,40.82834214,21.40942843,18.21008997,124.7900786,1005.910215
DS11-30062,4972.67732,40.10834214,21.44942843,16.91008997,109.6789675,1001.465771
DS11-30063,5223.27732,38.26834214,22.16942843,16.79008997,116.0123008,1003.687993
DS11-30065,5059.47732,40.66834214,20.68942843,15.73008997,112.2345231,1000.576882
DS11-30066,4348.07732,39.58834214,22.70942843,19.83008997,97.23452305,998.5768821
DS11-30068,4664.17732,39.44834214,21.82942843,17.67008997,113.2345231,999.3546598
DS11-30069,5255.720382,41.84514251,22.22536524,17.47446995,103.0042464,1024.306707
DS11-30070,5186.595382,41.87014251,22.42536524,18.82446995,100.575675,1025.878135
DS11-30071,5161.77732,39.10834214,22.06942843,18.03008997,92.56785639,997.0213265
DS11-30072,5132.17732,39.66834214,21.94942843,18.49008997,110.6789675,997.5768821
DS11-30073,5053.27732,39.04834214,22.18942843,17.37008997,117.0123008,999.0213265
DS11-30074,5370.97732,39.28834214,21.74942843,16.47008997,106.7900786,1003.687993
DS11-30075,4882.17732,39.72834214,21.98942843,18.05008997,107.3456342,998.9102154
DS11-30076,5115.07732,38.80834214,21.96942843,19.33008997,99.6789675,1000.35466
DS11-30078,5058.87732,39.92834214,21.52942843,17.55008997,101.4567453,1001.35466
DS11-30079,5423.470382,42.07014251,22.77536524,19.57446995,109.7185322,1024.306707
DS11-30080,5232.845382,41.69514251,23.07536524,18.59946995,108.575675,1024.878135
DS11-30081,5336.470382,42.24514251,22.60036524,20.44946995,104.4328179,1025.735278
DS11-30082,5117.095382,41.89514251,22.90036524,19.52446995,109.4328179,1026.449564
DS11-30083,5235.970382,41.59514251,22.15036524,17.04946995,105.1471036,1022.306707
DS11-30084,5576.845382,42.89514251,21.80036524,18.82446995,106.575675,1022.878135
DS11-30085,5330.970382,42.12014251,22.05036524,16.94946995,109.8613893,1024.592421
DS11-30086,5229.07732,40.34834214,21.90942843,17.33008997,107.2345231,1004.576882
DS11-30087,5282.345382,42.59514251,22.22536524,17.67446995,100.1471036,1024.306707
DS11-30088,5316.220382,40.84514251,23.05036524,18.14946995,98.43281787,1019.163849
DS11-30089,5772.845382,41.62014251,22.05036524,17.82446995,106.0042464,1025.735278
DS11-30090,6069.595382,41.32014251,22.67536524,19.59946995,106.2899607,1025.020992
DS11-30091,5080.87732,40.40834214,21.86942843,17.87008997,100.3456342,1002.021327
DS11-30092,5225.67732,39.74834214,21.92942843,17.89008997,119.9011897,999.9102154
DS11-30093,5993.08031,44.7134475,23.55142059,19.54521061,119.0042464,1025.592421
DS11-30095,5129.23212,38.7469897,21.39905689,17.5521163,110.6181794,1005.2741
DS11-30096,6096.470382,42.32014251,21.87536524,18.34946995,115.575675,1026.878135
DS11-30097,4868.959392,38.06365637,21.36572356,16.8021163,110.5070683,998.3852114
DS11-30098,4724.050302,38.18032304,21.84905689,16.58544963,103.0626238,1001.051878
DS11-30099,5241.141211,39.8969897,20.54905689,16.61878296,110.8404016,1003.607434
DS11-30100,5000.118031,38.98032304,20.74905689,15.36878296,111.5070683,1003.718545
DS11-30101,4883.504847,39.18032304,20.84905689,15.6021163,108.173735,1000.607434
DS11-30102,5045.050302,38.28032304,21.59905689,18.1521163,99.95151273,1001.2741
DS11-30103,5168.23212,39.86365637,21.01572356,18.73544963,109.0626238,1001.829656
DS11-30105,5119.141211,39.3969897,20.04905689,15.9521163,104.5070683,1001.940767
DS11-30106,5072.595756,38.5469897,21.99905689,18.56878296,97.6181794,1002.718545
DS11-30107,4640.218031,39.2469897,20.68239023,18.4021163,115.8404016,1003.829656
DS11-30108,4897.959392,40.1469897,20.28239023,17.56878296,109.173735,1002.496322
DS11-30109,4915.959392,38.03032304,21.54905689,16.6521163,104.5070683,1000.718545
DS11-30110,4856.686665,38.43032304,21.84905689,18.26878296,96.28484606,1000.718545
DS11-30111,4981.323029,38.8969897,21.38239023,17.2521163,112.7292905,1000.496322
DS11-30112,4985.777574,38.53032304,22.03239023,19.2021163,110.6181794,999.051878
DS11-30113,5415.050302,39.2469897,21.04905689,15.33544963,110.2848461,1001.385211
DS11-30114,5030.323029,39.6469897,21.11572356,18.18544963,104.7292905,1001.496322
DS11-30115,4736.504847,40.06365637,20.59905689,16.36878296,108.0626238,1001.829656
DS11-30116,5879.366024,46.44678084,22.68475393,21.21187728,117.575675,1027.020992
DS11-30118,5860.845382,43.14514251,21.85036524,19.54946995,120.1471036,1027.592421
DS11-30119,5125.23212,38.9469897,21.73239023,18.81878296,118.2848461,1002.051878
DS11-30120,5376.413938,39.2969897,20.73239023,17.66878296,108.2848461,1006.162989
DS11-30121,5122.595756,38.98032304,21.56572356,19.13544963,119.0626238,1010.407448
DS11-30122,5321.095382,41.59514251,22.95036524,17.29946995,127.2899607,1024.878135
DS11-30124,5701.970382,41.69514251,22.65036524,18.54946995,107.8613893,1024.163849
DS11-30125,5293.777574,38.8969897,21.71572356,16.76878296,105.3959572,1001.940767
DS11-30126,5066.413938,38.73032304,21.81572356,18.6021163,105.2848461,998.4963225
DS11-30127,5671.595382,41.72014251,22.50036524,19.77446995,110.4328179,1026.020992
DS11-30128,5252.470382,41.97014251,22.82536524,16.92446995,111.2899607,1020.592421
DS11-30131,4990.959392,38.88032304,21.09905689,17.83544963,97.95151273,1005.2741
DS11-30132,4783.504847,38.5469897,21.53239023,18.41878296,112.0626238,1003.496322
DS11-30133,5675.220382,41.07014251,22.87536524,18.49946995,106.7185322,1026.306707
DS11-30134,5138.141211,38.98032304,21.73239023,18.41878296,96.28484606,1000.829656
DS11-30137,5276.470382,41.49514251,22.85036524,17.97446995,116.1471036,1026.735278
DS11-30138,5097.050302,39.6469897,20.84905689,16.86878296,102.0626238,1000.051878
DS11-30139,4946.23212,40.26365637,20.93239023,16.4521163,108.8404016,998.051878
DS11-30142,5019.868483,39.78032304,21.54905689,18.48544963,94.6181794,998.6074336
DS11-30143,5172.959392,39.4969897,20.71572356,16.08544963,100.0626238,1000.496322
DS11-30144,4857.050302,39.03032304,21.33239023,18.23544963,108.7292905,998.1629891
DS11-30145,5204.323029,40.28032304,20.94905689,19.31878296,106.6181794,1004.385211
DS11-30146,5048.504847,39.46365637,21.34905689,15.73544963,108.8404016,998.3852114
DS11-30147,5433.777574,38.88032304,21.66572356,18.03544963,104.7292905,1000.718545
DS11-30153,5767.220382,41.87014251,22.42536524,19.19946995,114.8613893,1024.735278
DS11-30155,6252.651738,45.18011417,22.85142059,18.74521061,111.575675,1026.878135
DS11-30156,5515.220382,42.54514251,22.50036524,17.84946995,107.7185322,1024.306707
DS11-30157,5797.470382,41.52014251,22.40036524,17.04946995,103.0042464,1023.020992
DS11-30158,5463.720382,42.32014251,22.20036524,18.09946995,111.1471036,1023.735278
DS11-30159,5347.970382,41.02014251,22.92536524,16.37446995,122.7185322,1018.306707
DS11-30160,5770.220382,41.89514251,22.92536524,18.07446995,106.2899607,1022.163849
DS11-30161,5578.720382,41.12014251,22.57536524,18.42446995,122.4328179,1025.735278
DS11-30162,5775.470382,41.24514251,22.30036524,20.09946995,112.7185322,1027.592421
DS11-30163,5594.095382,41.97014251,22.30036524,17.59946995,112.7185322,1027.020992
DS11-30165,5454.595382,42.24514251,21.42536524,16.59946995,117.575675,1024.449564
DS11-30166,5878.366024,45.14678084,23.21808726,20.04521061,118.7185322,1025.735278
DS11-30167,5759.470382,41.34514251,22.87536524,18.09946995,120.1471036,1023.449564
DS11-30169,5500.345382,41.17014251,22.47536524,18.72446995,113.575675,1021.878135
DS11-30171,5626.845382,42.12014251,22.95036524,19.24946995,122.4328179,1024.735278
DS11-30172,5504.720382,42.84514251,21.67536524,17.19946995,122.575675,1028.735278
DS11-30173,5914.845382,41.14514251,22.80036524,18.87446995,134.575675,1027.306707
DS11-30177,5538.970382,42.02014251,22.27536524,18.79946995,113.2899607,1026.163849
DS11-30179,5586.095382,41.49514251,22.25036524,17.09946995,114.7185322,1024.306707
DS11-30181,5647.595382,41.92014251,22.67536524,20.02446995,120.4328179,1024.306707
DS11-30182,5606.845382,41.44514251,22.30036524,17.79946995,117.575675,1025.163849
DS11-30190,5567.845382,41.47014251,23.15036524,21.09946995,109.1471036,1026.306707
DS11-30191,5664.345382,41.59514251,23.07536524,20.37446995,119.8613893,1024.020992
DS11-31001,5258.616113,39.88834214,20.56942843,18.75008997,84.6181794,1003.718545
DS11-31002,5805.516113,39.76834214,21.88942843,18.17008997,110.173735,1003.607434
DS11-31003,5186.921891,41.87014251,21.70036524,17.99946995,101.9395454,1024.981712
DS11-31004,5463.016113,39.76834214,21.34942843,19.49008997,105.5070683,1002.051878
DS11-31005,4839.116113,40.88834214,20.54942843,16.89008997,94.95151273,998.3852114
DS11-31006,5616.616113,39.50834214,22.20942843,18.61008997,108.6181794,1001.829656
DS11-31007,4652.845382,42.02014251,22.25036524,19.42446995,107.4328179,1025.449564
DS11-31008,4974.816113,39.14834214,21.74942843,17.15008997,82.84040162,998.2741002
DS11-31009,5113.516113,40.46834214,21.48942843,19.29008997,113.0626238,1005.385211
DS11-31010,5964.671891,41.09514251,22.77536524,19.34946995,107.6538311,1023.410283
DS11-31011,5214.516113,40.64834214,20.28942843,16.77008997,92.17373495,1002.051878
DS11-31013,4848.516113,39.70834214,22.38942843,20.55008997,86.6181794,996.7185447
DS11-31014,4979.616113,40.42834214,21.54942843,18.91008997,75.50706828,998.6074336
DS11-31015,4794.116113,40.40834214,20.84942843,14.87008997,96.95151273,1008.032448
DS11-31016,5131.816113,39.90834214,21.46942843,18.39008997,101.9515127,1001.385211
DS11-31017,5399.796891,41.54514251,22.00036524,18.84946995,89.22525972,1022.838855
DS11-31018,5334.845382,42.09514251,21.30036524,18.72446995,121.0042464,1029.163849
DS11-31019,5359.845382,41.69514251,22.20036524,19.54946995,104.4328179,1040.903627
DS11-31020,4608.216113,40.00834214,22.66942843,19.17008997,79.6181794,992.8296558
DS11-31021,5016.970382,42.82014251,21.47536524,17.47446995,103.7185322,1026.306707
DS11-31022,4829.416113,41.50834214,20.44942843,18.13008997,98.50706828,1002.2741
DS11-31023,4741.016113,42.06834214,21.38942843,18.75008997,98.84040162,996.1629891
DS11-31024,5198.595382,44.32014251,21.32536524,19.12446995,101.7185322,1025.449564
DS11-31026,4892.416113,41.14834214,20.96942843,17.79008997,107.6181794,1004.051878
DS11-31027,4863.220382,42.29514251,21.60036524,17.92446995,120.575675,1029.592421
DS11-31030,5074.516113,40.84834214,21.16942843,18.55008997,119.2848461,1002.829656
DS11-31031,5485.921891,41.94514251,23.12536524,20.09946995,99.22525972,1020.695997
DS11-31032,5364.970382,41.92014251,21.37536524,18.49946995,114.1471036,1043.570293
DS11-31033,5527.095382,42.44514251,22.30036524,18.12446995,102.0042464,1027.592421
DS11-31034,4990.095382,42.09514251,21.87536524,19.42446995,119.8613893,1026.878135
DS11-31037,4997.216113,40.46834214,21.26942843,19.17008997,103.8404016,1002.607434
DS11-31038,4671.616113,39.48834214,21.98942843,16.83008997,85.39595717,995.6074336
DS11-31039,4625.416113,39.26834214,22.54942843,17.45008997,82.72929051,991.2741002
DS11-31040,5048.595382,41.92014251,21.37536524,16.74946995,88.28996073,1021.878135
DS11-31041,5401.470382,42.09514251,21.77536524,19.59946995,120.7185322,1029.592421
DS11-31042,4736.516113,38.40834214,22.88942843,18.27008997,90.28484606,993.2741002
DS11-31044,4655.716113,39.76834214,22.66942843,18.63008997,96.28484606,998.2741002
DS11-31045,5091.970382,43.17014251,21.15036524,18.09946995,105.575675,1041.823271
DS11-31047,4669.416113,40.74834214,21.72942843,18.17008997,84.6181794,1008.282448
DS11-31048,4773.316113,40.26834214,21.50942843,18.13008997,114.2848461,1005.607434
DS11-31051,5309.171891,41.72014251,22.72536524,19.39946995,102.7966883,1022.695997
DS11-31052,5162.816113,39.42834214,22.38942843,19.97008997,82.84040162,998.3852114
DS11-31053,4896.816113,42.48834214,21.04942843,20.47008997,105.8404016,1000.2741
DS11-31054,5763.546891,40.47014251,23.27536524,18.77446995,108.6538311,1022.410283
DS11-31055,5210.316113,39.84834214,21.68942843,19.65008997,86.17373495,997.9407669
DS11-31057,5356.970382,42.74514251,22.07536524,18.84946995,131.1471036,1026.735278
DS11-31059,5408.546891,40.34514251,23.70036524,18.22446995,92.79668829,1021.55314
DS11-31060,5470.921891,43.24514251,22.05036524,21.44946995,97.08240258,1021.695997
DS11-31061,5922.296891,40.77014251,23.72536524,18.49946995,107.0824026,1021.838855
DS11-31062,4578.516113,39.42834214,22.20942843,19.19008997,74.6181794,1004.157448
DS11-31063,5148.516113,39.46834214,22.34942843,17.01008997,88.28484606,995.4963225
DS11-31064,5162.616113,40.50834214,21.68942843,19.15008997,104.5070683,998.8296558
DS11-31065,5027.216113,39.88834214,21.56942843,19.87008997,83.72929051,997.1629891
DS11-31066,4978.816113,41.26834214,21.48942843,17.85008997,87.6181794,1001.940767
DS11-31067,4640.916113,40.46834214,21.82942843,17.43008997,78.6181794,999.051878
DS11-31068,4815.716113,40.38834214,21.24942843,19.09008997,104.3959572,1005.051878
DS11-31069,5232.316113,41.26834214,21.30942843,20.67008997,106.8404016,1006.829656
DS11-31070,5074.916113,38.54834214,22.60942843,17.11008997,92.28484606,997.4963225
DS11-31071,5329.416113,40.52834214,22.30942843,17.79008997,94.39595717,999.2741002
DS11-31072,5122.416113,38.78834214,22.06942843,16.77008997,92.50706828,1001.051878
DS11-31073,5547.095382,41.09514251,21.92536524,17.37446995,105.1471036,1025.306707
DS11-31074,5097.516113,39.62834214,22.12942843,20.03008997,83.95151273,998.2741002
DS11-31075,4594.716113,39.66834214,21.78942843,17.33008997,111.3959572,1000.385211
DS11-31076,5098.716113,39.82834214,21.60942843,17.19008997,87.95151273,1007.657448
DS11-31077,4834.516113,40.28834214,21.18942843,17.89008997,90.84040162,999.8296558
DS11-31078,5353.568651,41.42834214,21.04942843,19.33008997,104.3959572,1010.157448
DS11-31079,5095.216113,40.00834214,22.04942843,18.41008997,107.173735,1000.051878
DS11-31080,5145.316113,41.58834214,21.04942843,19.47008997,98.6181794,1011.282448
DS11-31082,4546.116113,40.02834214,21.88942843,17.31008997,90.06262384,1007.782448
DS11-31083,4864.016113,40.26834214,22.48942843,19.13008997,80.17373495,1008.907448
DS11-31084,4808.216113,40.60834214,21.22942843,17.51008997,87.06262384,1002.496322
DS11-31086,5002.171891,40.67014251,22.95036524,17.49946995,88.65383115,1018.695997
DS11-31087,4916.296891,40.87014251,22.85036524,18.02446995,90.93954543,1018.695997
DS11-31088,5444.546891,42.32014251,22.67536524,20.47446995,102.6538311,1022.267426
DS11-31089,5113.421891,42.59514251,21.82536524,18.52446995,90.36811686,1018.838855
DS11-31090,5351.171891,42.82014251,21.55036524,18.97446995,102.510974,1026.410283
DS11-31091,4816.216113,38.52834214,21.68942843,16.11008997,87.39595717,995.051878
DS11-31092,5228.916113,38.98834214,22.44942843,18.05008997,91.84040162,999.2741002
DS11-31093,5268.013095,39.72834214,21.82942843,17.05008997,95.39595717,1002.496322
DS11-31094,4764.816113,39.22834214,22.42942843,17.87008997,90.50706828,995.3852114
DS11-31095,4534.716113,38.78834214,22.90942843,19.41008997,81.17373495,1006.782448
DS11-31096,4985.220382,42.74514251,21.35036524,17.57446995,102.7185322,1029.163849
DS11-31097,4678.116113,40.30834214,22.72942843,19.01008997,89.95151273,997.8296558
DS11-31098,4508.916113,40.06834214,21.78942843,17.71008997,81.06262384,999.051878
DS11-31099,4753.316113,40.50834214,21.56942843,18.13008997,91.50706828,1001.829656
DS11-31100,5111.216113,39.38834214,22.74942843,18.85008997,84.50706828,998.3852114
DS11-31101,4931.470382,42.89514251,22.25036524,18.94946995,116.2899607,1025.306707
DS11-31102,4723.916113,39.28834214,21.82942843,18.13008997,77.17373495,1004.282448
DS11-31103,5056.016113,38.82834214,22.52942843,17.71008997,68.39595717,1005.782448
DS11-31104,5034.416113,41.08834214,21.60942843,18.55008997,83.50706828,997.7185447
DS11-31105,5194.616113,39.50834214,22.48942843,17.27008997,94.06262384,1006.282448
DS11-31106,4998.816113,40.78834214,22.04942843,19.03008997,89.6181794,999.051878
DS11-31107,5118.316113,42.50902539,21.55510211,16.7931176,98.39595717,999.6074336
DS11-31108,4716.016113,38.28834214,22.54942843,17.45008997,70.39595717,993.6074336
DS11-31109,5070.616113,40.16834214,21.32942843,17.97008997,105.9515127,1003.940767
DS11-31110,4473.516113,40.60834214,21.94942843,17.41008997,78.50706828,996.051878
DS11-31111,4855.816113,40.14834214,21.32942843,17.69008997,100.9515127,1000.2741
DS11-31127,5098.671891,40.74514251,22.60036524,20.12446995,96.93954543,1021.124569
DS11-31128,5086.046891,42.12014251,22.25036524,19.69946995,92.510974,1023.124569
DS11-31130,5381.171891,41.54514251,22.60036524,19.37446995,102.6538311,1022.267426
DS11-31132,5153.220382,41.67014251,21.92536524,19.37446995,116.8613893,1028.163849
DS11-31141,5637.095382,42.42014251,21.97536524,19.94946995,107.575675,1043.23696
DS11-31142,5270.095382,43.44514251,20.85036524,17.94946995,113.2899607,1027.592421
DS11-31143,5032.095382,41.27014251,22.30036524,18.32446995,100.0042464,1024.306707
DS11-31144,5242.970382,41.92014251,21.90036524,19.82446995,109.0042464,1026.735278
DS11-31145,5223.095382,42.89514251,22.22536524,18.97446995,100.0042464,1025.020992
DS11-31146,5040.470382,41.67014251,21.90036524,17.47446995,118.575675,1027.449564
DS11-31147,5147.171891,42.52014251,22.87536524,20.52446995,91.36811686,1024.124569
DS11-31148,5288.296891,41.29514251,23.37536524,19.82446995,92.36811686,1019.55314
DS11-31150,4772.921891,39.94514251,23.70036524,17.74946995,84.93954543,1019.55314
DS11-31151,5490.095382,41.94514251,21.92536524,18.22446995,119.2899607,1028.449564
DS11-31152,5347.595382,41.52014251,22.77536524,18.94946995,106.8613893,1025.449564
DS11-31153,5472.845382,42.09514251,21.45036524,18.37446995,105.0042464,1028.306707
DS11-31155,4964.845382,40.74514251,22.40036524,17.92446995,109.8613893,1026.449564
DS11-31156,5146.921891,43.65108845,23.71757423,19.08241239,85.65383115,1020.55314
DS11-31157,5276.220382,43.34514251,21.60036524,19.44946995,112.7185322,1027.163849
DS11-31158,5319.595382,42.79514251,21.80036524,18.69946995,101.575675,1028.020992
DS11-31160,5377.546891,40.84514251,22.82536524,18.87446995,90.79668829,1023.695997
DS11-31161,5605.171891,40.99514251,22.90036524,19.32446995,90.36811686,1023.838855
DS11-31165,5442.796891,41.82014251,22.00036524,19.27446995,99.65383115,1022.410283
DS11-31166,5262.171891,40.04514251,23.80036524,21.62446995,85.79668829,1021.410283
DS11-31167,4956.671891,42.62014251,22.10036524,16.59946995,74.65383115,1017.838855
DS11-31168,5013.470382,42.44514251,22.10036524,18.84946995,98.8613893,1027.449564
DS11-31169,5323.720382,42.69514251,22.02536524,19.27446995,110.1471036,1045.23696
DS11-31170,5160.095382,42.14514251,22.02536524,18.79946995,112.4328179,1025.592421
DS11-31171,5593.046891,41.92014251,22.75036524,19.02446995,99.79668829,1020.267426
DS11-31173,5417.046891,42.44514251,22.47536524,21.17446995,101.9395454,1022.838855
DS11-31174,5433.921891,41.29514251,23.37536524,19.72446995,84.65383115,1018.695997
DS11-31175,5031.046891,42.39514251,21.62536524,18.94946995,93.79668829,1023.410283
DS11-31177,5291.720382,43.59514251,20.92536524,19.02446995,111.575675,1025.735278
DS11-31178,5250.421891,40.87014251,22.85036524,18.39946995,99.08240258,1022.981712
DS11-31183,5453.796891,43.29514251,21.75036524,18.39946995,101.2252597,1019.124569
DS11-32002,5030.416113,40.64834214,22.20942843,18.33008997,102.2848461,996.051878
DS11-32003,5028.116113,40.04834214,21.98942843,18.01008997,105.9515127,997.7185447
DS11-32004,5155.754235,39.90834214,22.08942843,19.69008997,107.4867959,1008.850567
DS11-32005,5190.754235,40.68834214,22.16942843,19.73008997,114.2717594,1037.645339
DS11-32006,5016.754235,40.84834214,22.20942843,18.99008997,115.2367959,1019.656746
DS11-32007,4864.716113,41.06834214,21.66942843,16.95008997,107.7292905,994.8296558
DS11-32008,4935.016113,41.24834214,22.58942843,21.05008997,102.5070683,996.6074336
DS11-32010,5297.865346,40.34834214,22.16942843,18.35008997,114.9867959,1024.799603
DS11-32011,5007.616113,39.58834214,22.74942843,18.71008997,107.8404016,998.9407669
DS11-32014,4990.816113,41.40834214,21.76942843,20.27008997,94.84040162,999.1629891
DS11-32015,5116.865346,41.66834214,21.70942843,20.03008997,106.6117959,1008.600567
DS11-32016,4056.865346,41.48834214,20.46942843,17.33008997,97.11179586,1009.850567
DS11-32017,5440.525133,40.10834214,22.60942843,20.61008997,108.1289023,1024.582765
DS11-32018,4973.754235,40.02834214,22.54942843,19.45008997,105.2367959,1020.228174
DS11-32019,4858.916113,40.58834214,22.48942843,17.43008997,114.9515127,997.6074336
DS11-32020,4829.416113,40.36834214,22.16942843,17.67008997,113.9515127,998.2741002
DS11-32021,5222.916113,40.28834214,22.00942843,18.51008997,106.9515127,1000.607434
DS11-32022,5161.616113,40.80834214,22.36942843,19.71008997,106.173735,999.7185447
DS11-32023,5128.532013,41.14834214,21.74942843,18.37008997,113.1289023,1021.439908
DS11-32024,4937.516113,41.30834214,22.46942843,19.45008997,106.9515127,998.3852114
DS11-32025,5016.865346,40.50834214,21.92942843,17.79008997,108.6117959,1017.850567
DS11-32026,4837.216113,41.40834214,22.22942843,18.53008997,106.3959572,996.1629891
DS11-32027,4892.087568,40.54834214,21.96942843,19.69008997,108.8617959,1018.656746
DS11-32028,5504.532013,40.26834214,22.22942843,20.15008997,105.2367959,1012.850567
DS11-32029,5116.316113,39.82834214,22.44942843,19.61008997,101.5070683,998.6074336
DS11-32030,5254.087568,40.00834214,22.80942843,18.73008997,95.23679586,1021.371032
DS11-32031,5016.916113,40.20834214,22.58942843,17.93008997,106.2848461,996.2741002
DS11-32032,5070.516113,40.48834214,22.48942843,18.15008997,99.50706828,995.7185447
DS11-32034,4693.216113,41.38834214,22.10942843,21.09008997,110.9515127,999.2741002
DS11-32035,5450.754235,40.10834214,22.10942843,19.11008997,113.9867959,1011.975567
DS11-32036,4928.976457,40.02834214,22.52942843,19.01008997,111.2367959,1009.350567
DS11-32037,4971.532013,40.62834214,21.30942843,19.33008997,113.8617959,1015.725567
DS11-32038,4987.643124,40.10834214,22.00942843,20.21008997,106.7367959,1010.100567
DS11-32039,4975.516113,39.98834214,22.74942843,17.75008997,109.7292905,999.6074336
DS11-32040,5587.420902,39.54834214,22.30942843,19.41008997,118.7367959,1009.850567
DS11-32041,4907.416113,41.34834214,22.14942843,17.65008997,96.84040162,991.2741002
DS11-32042,5244.643124,40.40834214,22.52942843,20.81008997,101.2367959,1006.850567
DS11-32043,5097.216113,40.94834214,22.12942843,19.57008997,107.0626238,997.1629891
DS11-32044,5143.754235,40.88834214,22.08942843,18.95008997,114.9867959,1010.475567
